age,weight,income,year_of_experience,married
35,80,202450,13,0.0
26,67,95400,4,0.0
38,65,148000,8,0.0
39,73,105500,4,0.0
60,72,141150,9,1.0
36,70,77500,2,0.0
57,72,162100,11,0.0
59,72,127500,6,0.0
67,68,154250,7,1.0
54,68,206100,14,0.0
49,64,171600,12,1.0
54,74,94150,4,1.0
21,65,141800,8,0.0
21,65,165250,11,0.0
56,74,232500,18,0.0
52,77,190550,13,1.0
26,65,140800,7,0.0
60,65,132300,7,1.0
43,83,145000,8,1.0
53,68,97850,4,1.0
21,64,122050,6,0.0
59,66,99650,4,1.0
30,67,251850,18,0.0
48,75,146650,9,1.0
52,71,222450,16,1.0
37,66,96300,4,1.0
42,69,95950,3,1.0
67,67,245400,19,1.0
25,67,126250,7,0.0
57,66,161900,11,1.0
27,74,94750,3,0.0
24,75,287950,23,0.0
24,79,102550,5,0.0
18,69,173450,11,0.0
57,69,140550,8,1.0
35,68,115200,5,0.0
40,74,162050,10,1.0
36,72,82850,2,1.0
34,83,174350,12,0.0
52,67,220850,16,1.0
41,71,164850,10,0.0
29,59,120100,6,0.0
47,69,139850,8,0.0
33,65,160400,10,0.0
64,75,140850,8,1.0
42,68,147750,9,0.0
29,69,128050,8,1.0
39,72,250700,19,0.0
53,72,136250,8,0.0
33,68,145500,8,0.0
20,71,170900,10,0.0
30,66,138050,8,0.0
41,74,89000,3,0.0
64,67,174300,12,1.0
66,69,111550,5,0.0
64,81,186450,13,1.0
30,58,212700,15,0.0
20,74,149450,8,0.0
47,54,188050,13,0.0
56,65,113950,5,1.0
53,73,162900,11,0.0
48,75,185700,13,1.0
31,69,183750,12,0.0
24,72,157400,10,0.0
33,67,155550,10,1.0
37,71,139500,8,0.0
39,69,73450,2,0.0
47,64,113500,6,1.0
28,78,124400,7,0.0
51,65,147750,9,1.0
50,70,191050,13,1.0
34,68,140550,8,0.0
34,61,109200,5,0.0
53,71,121150,6,1.0
66,66,124000,7,1.0
46,64,132250,6,0.0
39,69,146450,9,1.0
25,65,259800,21,0.0
51,66,214700,16,1.0
30,71,160550,10,0.0
57,66,150200,9,1.0
43,67,165700,10,0.0
61,71,161450,10,1.0
26,70,154450,10,0.0
62,66,153800,10,1.0
52,68,175400,11,1.0
47,69,168250,10,0.0
33,74,180250,12,1.0
61,62,151150,9,1.0
28,68,141800,7,0.0
66,68,162000,10,1.0
67,73,124800,7,1.0
62,74,102200,5,1.0
66,76,190950,12,0.0
46,73,125250,7,0.0
66,69,132200,7,1.0
28,83,257500,20,0.0
35,74,165200,11,1.0
66,69,122800,7,1.0
49,67,170250,9,1.0
66,72,97900,4,1.0
42,71,157100,10,0.0
58,75,102250,5,1.0
58,80,112500,4,1.0
57,70,99700,4,1.0
55,71,96500,4,1.0
25,69,189050,13,0.0
19,60,95350,4,0.0
50,62,169250,11,1.0
65,71,90400,3,0.0
33,67,165400,10,0.0
19,69,179900,12,0.0
26,68,228800,17,0.0
55,64,186900,12,0.0
64,63,189200,12,1.0
24,72,150500,9,0.0
55,58,193600,13,1.0
25,62,133400,7,0.0
44,69,122450,7,1.0
48,73,175550,12,0.0
48,65,104050,2,0.0
32,66,96600,5,0.0
22,70,125500,7,0.0
56,69,143550,8,1.0
18,66,151250,10,0.0
24,79,122200,6,0.0
37,65,146500,9,1.0
67,63,105800,5,1.0
32,68,106550,5,0.0
23,68,89250,3,0.0
42,77,105700,4,1.0
28,72,129350,6,0.0
28,69,127100,5,0.0
67,77,136100,7,1.0
24,76,172950,11,0.0
64,73,226400,16,1.0
49,61,83400,3,1.0
21,71,186200,13,0.0
26,75,110600,6,0.0
32,73,185700,13,1.0
29,66,126650,7,0.0
53,70,157900,9,0.0
44,68,120950,7,1.0
51,75,184000,13,1.0
65,72,156100,10,1.0
41,70,154500,10,1.0
23,80,111450,5,0.0
21,73,231450,17,0.0
33,66,190550,12,0.0
31,76,131450,7,1.0
30,70,181400,13,0.0
31,71,111300,5,0.0
32,77,169650,11,0.0
57,66,88750,3,1.0
31,68,150450,9,0.0
63,69,106750,5,1.0
45,61,120350,6,0.0
40,67,97200,3,1.0
18,75,121000,6,0.0
40,70,198300,14,0.0
50,64,158300,9,1.0
56,63,230950,18,0.0
44,71,115300,6,1.0
45,60,114850,5,0.0
62,73,175900,12,1.0
24,70,160050,9,0.0
62,68,112650,6,1.0
49,66,150250,9,1.0
36,75,149950,9,0.0
65,75,166950,11,1.0
54,75,145350,9,0.0
21,79,201950,15,0.0
20,69,121650,7,0.0
42,70,141900,7,1.0
58,74,89100,3,0.0
21,67,169500,11,0.0
57,71,102950,4,1.0
63,64,101350,4,0.0
59,70,150900,8,1.0
34,73,159950,10,1.0
55,67,280000,21,1.0
65,66,169700,11,1.0
39,64,113150,5,1.0
47,65,86300,3,1.0
36,66,142850,9,1.0
23,77,121700,6,0.0
38,68,127700,6,0.0
44,84,205650,15,0.0
62,63,97250,4,0.0
31,64,122750,7,1.0
62,58,135600,8,1.0
47,71,167600,11,0.0
32,74,176050,12,0.0
25,66,216850,16,0.0
51,59,165400,9,1.0
39,74,144350,9,0.0
57,69,251750,17,1.0
35,69,132600,8,0.0
58,74,167100,10,1.0
55,71,127300,7,1.0
49,69,183800,12,0.0
45,74,109800,5,0.0
56,71,208650,14,0.0
42,70,113950,6,0.0
52,67,131850,7,1.0
18,61,152850,10,0.0
38,60,158700,9,0.0
58,71,126200,6,1.0
20,66,174400,11,0.0
42,61,325750,26,0.0
37,62,154800,10,1.0
49,71,146900,8,1.0
52,62,169050,12,1.0
32,63,137400,8,0.0
54,70,184800,13,1.0
64,80,126350,7,0.0
56,71,258800,19,1.0
64,61,133000,6,0.0
25,67,97400,3,0.0
41,67,155750,9,1.0
20,65,91600,3,0.0
53,71,118500,6,0.0
25,75,164350,10,0.0
63,62,269650,21,1.0
59,80,119950,5,1.0
34,75,263750,21,1.0
30,72,99000,4,0.0
26,70,117300,6,0.0
21,74,106100,5,0.0
36,68,177400,11,0.0
34,67,197200,13,0.0
49,75,126450,7,0.0
36,72,180150,12,0.0
48,66,191600,14,0.0
67,73,203650,14,1.0
46,67,178150,11,1.0
30,69,116950,6,0.0
33,66,132050,7,0.0
24,62,212400,14,0.0
36,72,140400,8,1.0
39,75,113050,6,1.0
56,72,91900,3,1.0
21,74,218650,16,0.0
33,68,159100,10,0.0
65,69,188300,13,1.0
62,62,123650,7,1.0
56,70,186600,12,1.0
20,79,110700,5,0.0
27,73,127150,7,0.0
64,71,282350,22,1.0
51,77,247100,18,1.0
50,74,181950,12,1.0
35,63,168100,11,1.0
41,67,171500,12,1.0
55,66,248750,19,0.0
49,69,157600,7,1.0
35,72,122550,6,0.0
59,74,181900,13,1.0
51,74,96300,4,1.0
25,65,373850,30,0.0
50,80,271150,21,1.0
52,76,282000,22,1.0
64,75,169150,11,1.0
52,71,124400,7,0.0
21,66,125550,6,0.0
61,69,153650,10,0.0
39,72,101550,5,0.0
33,69,188400,13,0.0
39,76,101100,4,0.0
41,78,225600,17,0.0
56,74,150150,9,1.0
22,68,181000,12,0.0
45,70,124900,6,1.0
19,72,240750,18,0.0
61,74,175200,12,1.0
55,59,102600,5,1.0
29,70,147900,9,0.0
60,62,167400,9,1.0
44,72,97150,4,1.0
29,66,78600,3,0.0
60,70,173900,11,1.0
54,65,180950,13,1.0
50,71,210650,16,1.0
39,81,118400,5,0.0
30,74,123050,7,0.0
51,70,124650,7,1.0
47,67,155850,10,1.0
21,72,135300,7,0.0
35,70,219450,16,0.0
66,71,133250,7,0.0
49,67,183700,11,0.0
65,77,163550,11,1.0
55,69,104650,5,1.0
65,65,119950,6,1.0
49,70,119900,6,0.0
44,66,128400,7,1.0
43,67,159400,10,0.0
37,76,127100,6,1.0
27,65,104250,3,0.0
62,63,167250,11,1.0
66,78,154250,10,1.0
30,73,186200,13,1.0
56,64,154300,9,0.0
21,64,160800,11,0.0
19,61,135000,8,0.0
36,75,193900,13,1.0
36,65,163300,11,1.0
55,68,149150,9,1.0
27,69,121300,6,0.0
38,71,134800,8,0.0
43,66,161700,11,1.0
43,70,94900,4,1.0
47,82,148400,9,0.0
29,77,85450,3,0.0
26,63,145550,9,0.0
49,68,123750,6,1.0
60,64,129950,7,0.0
21,64,111900,6,0.0
49,59,123300,7,0.0
28,67,153950,9,0.0
39,69,243700,19,1.0
45,72,148150,9,1.0
39,69,156800,9,0.0
56,68,260300,20,1.0
20,74,145550,9,0.0
51,73,129150,7,0.0
27,67,177500,10,0.0
66,66,212000,15,1.0
48,66,137900,8,1.0
28,66,120700,7,0.0
28,70,199400,14,0.0
30,68,114650,6,0.0
55,65,259750,20,1.0
38,75,167050,12,1.0
60,61,293550,24,0.0
18,66,111500,4,0.0
44,65,138000,8,0.0
33,66,239050,18,0.0
26,65,109450,5,0.0
39,70,255800,19,0.0
52,64,152500,10,1.0
27,77,173300,11,0.0
19,65,278850,21,0.0
64,70,136750,8,1.0
62,76,119000,6,1.0
31,72,149550,9,0.0
18,79,131900,8,0.0
66,67,300250,25,1.0
29,69,111650,6,0.0
33,69,137850,8,1.0
46,70,148650,9,1.0
47,73,139550,8,1.0
60,77,81250,3,0.0
59,71,128750,7,1.0
57,64,172700,12,1.0
32,72,193450,14,0.0
33,69,95100,4,0.0
20,66,167800,11,0.0
27,74,163500,11,0.0
67,72,177400,10,1.0
50,67,138850,8,1.0
67,69,168200,12,1.0
29,70,107900,5,0.0
66,60,143200,8,1.0
24,69,92550,3,0.0
54,69,117500,6,1.0
57,65,101000,4,1.0
31,68,150350,9,1.0
38,70,149450,9,0.0
32,58,130350,7,0.0
46,67,123950,7,1.0
63,64,179200,12,1.0
63,74,243250,18,1.0
62,79,108450,6,0.0
33,70,157400,10,0.0
55,67,147400,9,1.0
33,76,145200,8,0.0
55,69,145400,9,1.0
22,76,96150,5,0.0
61,63,224850,16,0.0
55,73,166450,11,1.0
54,72,125250,6,1.0
33,63,158650,11,0.0
19,83,205150,14,0.0
55,73,198350,13,1.0
49,61,214150,16,0.0
64,58,187050,13,1.0
59,63,263800,20,0.0
46,75,116000,6,0.0
39,77,137050,7,1.0
31,65,132200,8,0.0
67,72,246400,19,1.0
29,67,189600,13,0.0
60,63,123200,6,1.0
56,80,128150,8,0.0
22,71,184500,12,0.0
25,72,108850,5,0.0
52,86,139200,9,1.0
66,75,198200,14,1.0
59,68,141600,7,1.0
26,64,117700,6,0.0
41,68,157650,10,1.0
40,59,107800,5,0.0
34,62,180500,13,0.0
29,67,168150,11,0.0
22,71,171350,11,0.0
44,65,166650,11,0.0
52,74,124550,7,0.0
60,70,128500,7,0.0
53,67,234950,18,1.0
18,67,111500,5,0.0
31,69,116100,5,0.0
52,65,185850,13,1.0
27,69,81750,3,0.0
52,65,118850,6,1.0
60,66,92750,4,1.0
29,71,191250,13,0.0
66,64,210250,15,0.0
47,75,142000,9,0.0
67,71,128650,7,1.0
65,61,80850,3,1.0
36,71,112950,6,1.0
20,71,94550,4,0.0
18,71,105800,5,0.0
36,63,218050,16,1.0
56,82,86300,3,0.0
44,72,158950,11,1.0
44,65,101850,5,1.0
46,74,168600,12,1.0
42,67,142950,9,0.0
41,68,138250,8,1.0
49,67,181300,11,1.0
51,69,120000,6,1.0
53,67,127350,6,1.0
21,72,86800,3,0.0
56,71,158900,10,1.0
29,73,288900,22,0.0
27,66,133800,8,0.0
22,67,167950,12,0.0
31,80,190250,13,0.0
53,73,131950,8,0.0
44,73,266800,20,0.0
37,74,109450,6,0.0
46,66,106300,5,0.0
18,71,131150,8,0.0
51,66,140700,8,0.0
36,78,243350,18,1.0
67,66,116300,6,1.0
46,63,183150,13,0.0
58,57,130000,7,0.0
58,74,216250,16,0.0
58,65,139100,9,1.0
41,71,150700,10,1.0
61,71,120650,6,0.0
58,74,114850,6,1.0
50,68,170500,11,1.0
19,67,126600,7,0.0
60,66,146100,9,1.0
50,67,122450,7,1.0
43,69,146700,9,1.0
53,66,113150,5,1.0
35,71,303700,25,1.0
63,71,160650,10,1.0
20,67,242950,18,0.0
22,74,113400,5,0.0
44,68,134600,7,0.0
53,69,127750,8,1.0
55,76,142050,8,1.0
32,72,142650,8,0.0
34,79,78400,2,1.0
36,68,121050,6,1.0
23,67,114000,6,0.0
48,62,101650,4,0.0
60,66,137200,7,1.0
46,68,144150,9,0.0
32,71,97400,3,1.0
57,73,201600,15,1.0
48,66,168250,11,1.0
18,72,144550,8,0.0
58,67,115450,6,0.0
45,79,153500,9,1.0
21,76,161950,11,0.0
30,71,146750,9,0.0
32,65,146950,9,0.0
63,64,157800,9,1.0
43,71,154600,9,1.0
25,66,89650,3,0.0
53,75,113200,6,0.0
59,69,148050,9,0.0
25,58,115450,6,0.0
24,74,270150,21,0.0
66,72,194250,13,0.0
63,79,105400,5,1.0
27,67,128100,7,0.0
56,66,119150,7,1.0
42,64,211700,16,1.0
32,68,139900,8,1.0
36,71,141050,8,0.0
67,69,161500,10,1.0
47,69,182350,13,1.0
25,62,177650,12,0.0
33,66,100400,5,0.0
41,71,132600,8,0.0
62,78,174450,12,0.0
62,76,166800,11,1.0
32,69,105450,5,0.0
56,70,114100,5,1.0
25,73,91750,4,0.0
62,58,159700,10,1.0
35,72,115100,5,0.0
35,67,101050,4,1.0
58,70,126050,6,0.0
66,73,254100,19,1.0
55,76,122900,7,0.0
21,65,138500,8,0.0
66,72,120150,6,1.0
27,74,236500,17,0.0
55,75,64500,1,0.0
58,82,97450,3,0.0
46,70,154350,9,1.0
18,65,158650,10,0.0
60,68,177100,11,1.0
54,66,138950,8,0.0
31,72,128950,7,0.0
37,69,232300,17,1.0
31,73,169100,12,0.0
19,71,232650,17,0.0
34,63,102100,5,0.0
26,74,125500,7,0.0
64,77,173550,10,1.0
57,66,95400,4,1.0
21,70,100000,5,0.0
65,84,101800,4,1.0
23,69,130000,8,0.0
67,67,165900,11,1.0
43,65,127800,7,0.0
56,69,113800,5,0.0
22,62,162800,10,0.0
35,76,191250,14,1.0
27,65,134900,7,0.0
35,66,75000,2,1.0
41,65,86500,3,0.0
28,78,172450,11,0.0
46,77,152550,9,1.0
21,64,176550,12,0.0
31,67,171200,11,0.0
36,68,264800,20,0.0
24,67,248550,19,0.0
52,76,180850,13,1.0
49,71,155450,10,1.0
43,63,124950,7,1.0
55,74,121900,6,1.0
62,76,191300,14,1.0
24,71,121400,6,0.0
42,60,97850,4,0.0
67,65,186850,13,1.0
23,71,141100,7,0.0
67,73,132550,8,0.0
63,70,185150,12,1.0
56,80,183300,12,1.0
25,67,122050,6,0.0
28,65,159250,10,0.0
31,71,82700,3,0.0
31,72,125000,6,0.0
58,69,144400,9,1.0
43,77,158450,10,1.0
54,63,141650,9,0.0
25,74,157950,10,0.0
24,62,173400,10,0.0
67,68,93200,4,1.0
45,74,116350,6,1.0
42,69,124150,7,1.0
46,65,141350,9,0.0
21,71,184600,13,0.0
43,71,168800,9,0.0
39,66,237250,18,0.0
51,75,116550,6,1.0
22,72,127800,6,0.0
47,74,167350,10,1.0
56,72,211900,14,1.0
46,76,201500,14,0.0
21,68,136800,8,0.0
35,72,163350,10,0.0
35,66,113900,5,0.0
30,66,139500,8,0.0
47,71,220350,15,0.0
35,66,173200,11,1.0
61,71,132600,8,1.0
27,61,165850,11,0.0
47,64,130450,7,1.0
66,78,104200,4,1.0
45,69,133300,7,1.0
43,70,76150,2,1.0
39,68,125850,7,1.0
34,69,87350,3,0.0
56,67,137250,8,1.0
33,72,147400,8,1.0
59,78,119100,5,1.0
41,68,198450,15,1.0
48,69,144250,9,0.0
60,66,153100,8,1.0
66,79,163500,10,1.0
51,67,163250,9,0.0
26,61,108300,5,0.0
57,67,245400,19,0.0
18,61,196500,13,0.0
54,70,156150,10,1.0
44,62,246750,19,0.0
32,65,181200,11,0.0
67,76,215400,16,1.0
54,70,188350,13,0.0
54,73,133050,8,0.0
55,77,127250,7,0.0
23,69,175200,11,0.0
22,63,108050,4,0.0
41,70,137400,8,0.0
37,64,167050,11,0.0
20,66,130350,7,0.0
28,71,156400,10,0.0
58,75,112150,5,1.0
63,62,185900,12,1.0
36,67,88800,3,1.0
25,72,118800,6,0.0
57,66,104400,5,1.0
48,67,207400,15,1.0
53,73,175850,11,1.0
63,67,141200,8,1.0
51,66,98200,3,0.0
46,72,133300,8,1.0
51,64,155850,10,1.0
46,72,167200,11,0.0
48,67,155250,9,1.0
20,73,118700,7,0.0
23,69,226550,16,0.0
20,73,116700,5,0.0
47,64,98800,4,1.0
40,66,102750,5,1.0
53,62,150600,9,1.0
33,67,156450,10,1.0
45,71,114100,6,0.0
45,77,139150,8,0.0
67,74,100050,4,1.0
18,72,82100,3,0.0
59,72,143800,8,0.0
32,64,147200,9,0.0
54,77,108450,4,1.0
60,64,203700,14,1.0
54,74,146250,9,1.0
45,72,112800,4,1.0
51,63,112450,6,1.0
49,68,211400,14,1.0
65,73,112700,5,0.0
48,67,192950,14,1.0
28,76,161850,9,0.0
45,78,236950,18,0.0
24,66,136000,7,0.0
30,71,220650,17,1.0
21,64,141250,9,0.0
63,68,148100,10,1.0
23,65,151250,9,0.0
27,73,100000,5,0.0
50,66,221800,16,0.0
67,73,117950,5,1.0
56,75,173950,11,0.0
38,73,148500,10,1.0
44,68,196900,14,0.0
49,68,99200,4,0.0
42,73,160050,9,1.0
18,69,110250,6,0.0
39,70,161150,10,1.0
50,66,157950,10,0.0
34,69,144400,9,1.0
52,68,189450,13,1.0
56,80,115250,6,0.0
38,72,117400,6,0.0
54,67,177150,12,1.0
43,69,123000,6,1.0
31,71,122550,7,0.0
46,66,178450,12,1.0
30,61,164200,10,0.0
41,70,175800,12,1.0
62,70,164100,10,0.0
59,65,153100,9,0.0
42,67,190800,14,1.0
37,66,148900,9,1.0
24,77,118150,7,0.0
38,77,136200,8,0.0
65,72,123050,7,1.0
34,70,238900,18,0.0
63,71,191750,13,1.0
44,64,230200,17,0.0
61,64,161100,10,0.0
66,69,168700,11,1.0
50,75,217600,15,0.0
36,75,183200,12,0.0
31,63,207500,14,1.0
38,68,145800,9,1.0
63,77,170700,12,1.0
63,76,183550,13,1.0
36,65,199650,13,0.0
48,69,136100,7,1.0
21,75,166850,10,0.0
38,84,180500,12,1.0
23,66,194550,14,0.0
47,63,121300,5,1.0
37,66,142150,9,1.0
35,67,241550,17,0.0
51,66,135650,8,1.0
54,79,129350,7,1.0
32,71,163700,11,0.0
37,70,238550,17,1.0
60,81,133550,8,1.0
47,73,166650,11,1.0
27,69,197650,14,0.0
65,66,156500,10,1.0
67,66,155500,10,1.0
57,68,161600,10,0.0
67,74,218300,17,1.0
38,78,207150,15,0.0
29,81,187150,12,0.0
67,71,164150,11,0.0
59,64,204700,15,1.0
56,66,263250,20,0.0
49,69,109600,6,1.0
41,77,94200,3,0.0
28,79,160350,9,0.0
43,69,116750,6,1.0
42,76,194400,14,0.0
65,66,276700,21,1.0
35,67,131700,8,1.0
27,74,131200,7,0.0
39,69,208450,15,1.0
43,71,187100,12,1.0
58,67,121650,6,1.0
44,72,121400,4,1.0
40,63,218400,16,0.0
60,65,87000,3,1.0
56,69,128850,8,1.0
63,68,147900,9,1.0
29,71,271700,21,0.0
61,68,166200,11,0.0
31,71,178250,12,0.0
56,68,131700,7,1.0
65,72,104500,4,1.0
20,74,209900,16,0.0
31,61,142500,9,0.0
48,69,164000,10,1.0
56,62,158550,10,0.0
54,65,144100,9,0.0
51,67,198700,13,1.0
32,75,115750,6,1.0
50,80,202450,14,0.0
40,60,218550,16,0.0
67,70,104050,4,1.0
54,71,86900,3,1.0
38,74,106800,5,1.0
34,71,305550,24,0.0
25,78,113550,6,0.0
30,72,205700,14,0.0
18,73,249650,19,0.0
56,73,103550,5,1.0
44,71,123750,7,1.0
57,72,181350,12,1.0
52,69,108250,5,1.0
27,77,149250,9,0.0
19,70,148150,9,0.0
45,68,103050,3,1.0
41,68,134550,7,1.0
39,65,75500,2,1.0
62,69,164350,11,0.0
66,66,161200,11,1.0
51,74,185200,13,0.0
39,74,230650,16,1.0
30,70,143150,8,0.0
56,63,190400,12,1.0
40,62,185700,12,1.0
24,70,142850,9,0.0
57,65,285850,23,1.0
49,67,144250,9,0.0
45,67,260950,21,0.0
65,80,115250,6,1.0
48,76,143150,8,0.0
20,76,124850,6,0.0
39,66,168250,11,1.0
32,67,207100,14,0.0
49,62,127900,7,1.0
40,65,82350,3,1.0
59,63,182250,11,1.0
65,74,132000,7,1.0
49,76,134400,7,0.0
42,72,104400,4,0.0
22,64,233900,18,0.0
60,68,83500,1,1.0
41,68,182350,13,1.0
28,65,135650,8,0.0
44,65,227000,16,0.0
50,64,184750,13,1.0
30,75,124600,6,0.0
36,71,106400,4,0.0
62,66,130300,7,1.0
20,77,163550,10,0.0
21,61,119200,6,0.0
35,66,149750,9,0.0
22,64,176800,11,0.0
34,73,222150,17,0.0
41,62,102150,4,1.0
66,75,116850,6,1.0
49,70,174550,12,1.0
56,70,117500,6,1.0
55,76,118350,7,1.0
42,72,85050,3,1.0
51,63,117550,5,1.0
24,69,106550,5,0.0
47,69,81700,3,1.0
55,66,178050,12,1.0
32,72,149300,9,0.0
24,64,114000,6,0.0
29,72,129850,6,0.0
24,66,155900,9,0.0
50,64,158900,10,1.0
53,60,192400,14,1.0
36,65,155250,10,1.0
39,68,142350,8,0.0
50,67,107500,5,1.0
46,65,197200,14,0.0
56,70,175300,11,0.0
19,74,136200,8,0.0
25,63,119950,6,0.0
28,66,115950,6,0.0
24,65,107700,5,0.0
38,72,203550,14,1.0
26,64,125500,5,0.0
32,68,132300,7,0.0
54,66,194100,14,1.0
65,70,290000,23,1.0
24,70,129400,7,0.0
66,76,171650,11,0.0
61,76,112100,5,0.0
54,63,147950,9,1.0
55,72,127500,6,1.0
27,72,149550,9,0.0
28,69,214500,16,0.0
65,73,244000,18,1.0
61,78,106000,4,0.0
50,69,174050,12,1.0
55,69,122050,7,1.0
59,73,80550,2,0.0
27,65,114600,5,0.0
31,74,200350,14,1.0
21,68,141500,8,0.0
56,71,132500,7,1.0
40,72,186600,13,1.0
37,73,193000,13,1.0
47,70,116150,6,0.0
29,79,108250,5,0.0
32,68,93750,3,1.0
19,62,88000,3,0.0
33,72,113100,5,1.0
18,80,152900,10,0.0
30,68,192600,14,1.0
55,70,114300,6,0.0
56,73,107400,5,1.0
41,65,130750,7,0.0
60,69,189050,13,1.0
38,72,169750,10,0.0
53,73,84550,3,1.0
41,64,137750,8,1.0
28,68,110450,5,0.0
65,66,117550,6,0.0
67,69,134250,7,1.0
30,68,161000,10,0.0
65,77,89400,4,1.0
49,70,130550,8,1.0
51,68,120050,6,1.0
41,73,272150,20,1.0
58,63,120200,5,1.0
36,67,135250,8,1.0
57,77,251700,17,1.0
64,72,111450,6,0.0
51,65,146050,8,0.0
19,72,87050,2,0.0
23,68,206800,13,0.0
49,68,187750,12,1.0
50,70,116550,5,1.0
67,78,138050,8,1.0
66,69,80050,2,0.0
52,71,101400,5,1.0
58,70,186550,12,1.0
51,75,163950,10,1.0
42,67,176850,12,0.0
19,67,275450,22,0.0
30,58,190300,13,0.0
51,76,154700,9,1.0
40,71,182800,13,0.0
36,73,160100,9,0.0
40,72,164850,11,1.0
22,68,146450,9,0.0
65,63,120500,6,1.0
53,79,126500,7,1.0
27,68,107600,5,0.0
59,76,133350,7,1.0
48,67,108150,5,1.0
54,77,121950,5,0.0
64,66,124200,6,1.0
42,85,125850,6,0.0
52,74,204100,14,1.0
64,70,232800,17,0.0
63,76,111500,6,0.0
23,81,182500,12,0.0
66,79,194500,14,1.0
28,65,147050,9,0.0
25,63,198650,15,0.0
41,73,182750,12,0.0
18,66,120850,6,0.0
61,73,86700,3,0.0
22,75,157550,10,0.0
53,74,137750,8,1.0
51,71,121750,6,0.0
31,65,128600,7,0.0
21,74,154450,9,0.0
41,65,85850,3,0.0
23,75,197900,13,0.0
21,68,218850,15,0.0
63,70,143750,9,0.0
34,64,200500,14,0.0
46,67,108650,5,0.0
62,72,154250,10,1.0
67,71,137300,8,1.0
60,79,128300,7,1.0
66,83,186600,13,1.0
48,69,201950,15,1.0
45,61,156800,9,1.0
59,80,130550,7,1.0
28,66,165650,11,0.0
38,75,104800,4,0.0
33,72,174600,10,0.0
63,71,93150,3,1.0
56,60,87550,3,0.0
40,76,129900,7,1.0
47,65,86750,3,1.0
59,71,147800,10,0.0
25,66,101650,4,0.0
35,87,111050,6,0.0
61,68,117100,6,1.0
67,64,221100,17,1.0
63,71,107950,5,1.0
42,76,182850,13,1.0
40,68,184100,12,1.0
25,66,148400,10,0.0
19,69,211450,16,0.0
55,73,126300,7,0.0
65,65,141150,8,1.0
45,63,148500,9,1.0
24,75,147300,8,0.0
22,67,270500,20,0.0
49,70,201800,14,1.0
21,65,120300,6,0.0
30,73,204500,13,1.0
62,62,112700,4,1.0
67,68,193400,14,1.0
62,67,164450,11,1.0
31,66,142300,8,0.0
20,64,191850,13,0.0
50,74,127350,7,0.0
46,64,223250,17,1.0
19,72,186400,10,0.0
34,68,183050,11,0.0
32,74,145700,9,1.0
49,72,199800,14,1.0
45,69,101950,4,1.0
37,67,194900,13,0.0
24,66,173650,11,0.0
42,74,158950,9,0.0
52,65,107100,5,1.0
47,69,224700,16,0.0
28,64,239550,19,0.0
27,65,158950,10,0.0
57,70,154500,9,1.0
21,69,141300,7,0.0
61,66,113700,6,1.0
23,65,130500,7,0.0
61,65,164200,11,1.0
62,66,177000,12,1.0
42,71,213200,16,0.0
58,62,163200,10,0.0
45,69,187050,12,1.0
45,66,222400,17,0.0
40,71,150750,10,0.0
27,67,162050,10,0.0
43,64,131250,7,1.0
23,73,167550,11,0.0
24,73,102250,4,0.0
45,76,177400,13,1.0
56,69,203400,14,1.0
48,64,129000,7,1.0
27,75,143500,9,0.0
54,70,181750,13,0.0
39,69,201900,14,0.0
65,67,175600,12,1.0
56,69,245400,19,1.0
47,66,117100,6,1.0
51,63,192450,14,0.0
56,76,107500,5,1.0
37,68,244600,19,1.0
41,67,170950,12,1.0
26,68,168200,11,0.0
55,62,136650,8,1.0
50,75,122350,7,1.0
51,68,170100,11,1.0
67,81,138550,8,1.0
31,59,150350,9,1.0
19,67,199250,14,0.0
22,72,213200,15,0.0
46,80,128450,7,1.0
27,66,161550,10,0.0
50,73,221600,16,1.0
30,80,134100,8,0.0
29,72,138400,7,1.0
47,69,109700,5,0.0
22,71,89750,2,0.0
53,62,200900,14,1.0
45,73,151750,10,1.0
19,68,154550,9,0.0
28,73,154400,9,0.0
36,74,115250,4,0.0
48,62,195500,14,1.0
31,68,133650,7,1.0
50,71,299150,23,1.0
64,67,186600,13,1.0
49,81,183250,13,0.0
35,61,187750,13,1.0
52,77,85700,3,1.0
42,69,238850,18,0.0
60,69,144300,7,1.0
29,78,264950,21,0.0
32,73,164100,10,1.0
27,74,161750,11,0.0
34,69,174100,12,0.0
32,62,105000,5,0.0
37,71,111750,6,1.0
34,70,176400,11,1.0
37,69,175050,11,0.0
40,74,121750,6,0.0
21,62,101450,5,0.0
30,72,159350,10,0.0
27,73,111700,5,0.0
32,73,138300,8,0.0
26,76,193650,14,0.0
19,65,139400,8,0.0
29,64,132650,7,0.0
28,78,125950,7,0.0
48,75,220000,15,1.0
30,69,198500,13,0.0
41,73,292500,23,0.0
52,67,98200,4,1.0
62,70,172150,11,1.0
44,75,150000,9,1.0
29,66,89200,3,0.0
62,71,213450,15,1.0
19,64,123050,5,0.0
22,73,141550,9,0.0
58,66,138750,8,1.0
66,76,113400,6,1.0
36,71,91050,3,1.0
43,71,136050,8,1.0
19,67,148350,8,0.0
54,77,102300,5,1.0
34,67,129700,7,0.0
23,70,139800,8,0.0
67,72,121400,6,0.0
62,68,208650,14,1.0
18,78,228850,17,0.0
29,79,224300,16,0.0
25,73,217800,15,0.0
45,68,150650,10,1.0
