budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
32000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.mgm.com/view/movie/1111/License-to-Kill/,709,"[{""id"": 417, ""name"": ""corruption""}, {""id"": 1196, ""name"": ""florida""}, {""id"": 1308, ""name"": ""secret identity""}, {""id"": 2019, ""name"": ""liberation of prisoners""}, {""id"": 2149, ""name"": ""drug traffic""}, {""id"": 3435, ""name"": ""floatplane""}, {""id"": 3543, ""name"": ""transport of prisoners""}, {""id"": 3545, ""name"": ""tank car""}, {""id"": 3546, ""name"": ""florida keys""}, {""id"": 3547, ""name"": ""coast guard""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 156095, ""name"": ""british secret service""}]",en,Licence to Kill,James Bond and his American colleague Felix Leiter arrest the drug lord Sanchez who succeeds in escaping and takes revenge on Felix and his wife. Bond knows but just one thing: revenge.,28.22119,"[{""name"": ""Eon Productions"", ""id"": 7576}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/7/1989,156167015,133,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,His bad side is a dangerous place to be.,Licence to Kill,5.9,541
8000000,"[{""id"": 18, ""name"": ""Drama""}]",,1885,"[{""id"": 1439, ""name"": ""flat""}, {""id"": 2063, ""name"": ""taskmaster""}, {""id"": 3436, ""name"": ""karate""}, {""id"": 5698, ""name"": ""egg""}, {""id"": 9963, ""name"": ""kids and family""}, {""id"": 14735, ""name"": ""motorcycle""}]",en,The Karate Kid,"Hassled by the school bullies, Daniel LaRusso has his share of adolescent woes. Luckily, his apartment building houses a resident martial arts master: Kesuke Miyagi, who agrees to train Daniel ... and ends up teaching him much more than self-defense. Armed with newfound confidence, skill and wisdom, Daniel ultimately faces off against his tormentors in this hugely popular classic underdog tale.",28.456572,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Jerry Weintraub Productions"", ""id"": 2596}, {""name"": ""Delphi Films"", ""id"": 4267}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/22/1984,90815558,126,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Only the 'Old One' could teach him the secrets of the masters.,The Karate Kid,6.9,891
40000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.backtothefuture.com/movies/backtothefuture2,165,"[{""id"": 390, ""name"": ""skateboarding""}, {""id"": 391, ""name"": ""flying car""}, {""id"": 830, ""name"": ""car race""}, {""id"": 951, ""name"": ""delorean""}, {""id"": 952, ""name"": ""lightning""}, {""id"": 956, ""name"": ""almanac""}, {""id"": 1436, ""name"": ""inventor""}, {""id"": 4379, ""name"": ""time travel""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 10738, ""name"": ""diner""}, {""id"": 12026, ""name"": ""alternate history""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 33888, ""name"": ""electric guitar""}, {""id"": 172251, ""name"": ""walking cane""}, {""id"": 196664, ""name"": ""high school dance""}, {""id"": 226370, ""name"": ""hoverboard""}, {""id"": 226371, ""name"": ""video phone""}]",en,Back to the Future Part II,"Marty and Doc are at it again in this wacky sequel to the 1985 blockbuster as the time-traveling duo head to 2015 to nip some McFly family woes in the bud. But things go awry thanks to bully Biff Tannen and a pesky sports almanac. In a last-ditch attempt to set things straight, Marty finds himself bound for 1955 and face to face with his teenage parents -- again.",43.345252,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""U-Drive Productions"", ""id"": 20448}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/20/1989,332000000,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Roads? Where we're going, we don't need roads!",Back to the Future Part II,7.4,3829
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.mgm.com/view/movie/1132/The-Living-Daylights/,708,"[{""id"": 212, ""name"": ""london england""}, {""id"": 374, ""name"": ""smuggling of arms""}, {""id"": 378, ""name"": ""prison""}, {""id"": 392, ""name"": ""england""}, {""id"": 441, ""name"": ""assassination""}, {""id"": 470, ""name"": ""spy""}, {""id"": 769, ""name"": ""falsely accused""}, {""id"": 1308, ""name"": ""secret identity""}, {""id"": 1610, ""name"": ""country estate""}, {""id"": 2001, ""name"": ""arms deal""}, {""id"": 2139, ""name"": ""russia""}, {""id"": 2149, ""name"": ""drug traffic""}, {""id"": 3269, ""name"": ""secret mission""}, {""id"": 3272, ""name"": ""secret intelligence service""}, {""id"": 3278, ""name"": ""kgb""}, {""id"": 3289, ""name"": ""villain""}, {""id"": 3529, ""name"": ""renegade""}, {""id"": 3531, ""name"": ""special car""}, {""id"": 3532, ""name"": ""tangier morocco""}, {""id"": 3534, ""name"": ""big wheel""}, {""id"": 3535, ""name"": ""pipeline""}, {""id"": 3536, ""name"": ""cello""}, {""id"": 3537, ""name"": ""orchestra""}, {""id"": 3538, ""name"": ""freedom fighter""}, {""id"": 3539, ""name"": ""czechoslovakia""}, {""id"": 3540, ""name"": ""bratislava""}, {""id"": 3541, ""name"": ""afghanistan""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 5886, ""name"": ""schloss sch\u00f6nbrunn""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 186450, ""name"": ""moscow""}, {""id"": 233055, ""name"": ""vienna""}]",en,The Living Daylights,James Bond helps a Russian General escape into the west. He soon finds out that the KGB wants to kill him for helping the General. A little while later the General is kidnapped from the Secret Service leading 007 to be suspicious.,23.331459,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Eon Productions"", ""id"": 7576}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/29/1987,191185897,130,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}, {""iso_639_1"": ""sk"", ""name"": ""Sloven\u010dina""}]",Released,Licensed to thrill.,The Living Daylights,6.2,440
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",,9930,"[{""id"": 3012, ""name"": ""court case""}, {""id"": 3701, ""name"": ""client""}, {""id"": 10909, ""name"": ""lawyer""}, {""id"": 33519, ""name"": ""courtroom""}]",en,Legal Eagles,"District Attorney Tom Logan is set for higher office, at least until he becomes involved with defence lawyer Laura Kelly and her unpredictable client Chelsea Deardon. It seems the least of Chelsea's crimes is the theft of a very valuable painting, but as the women persuade Logan to investigate further and to cut some official corners, a much more sinister scenario starts to emerge.",7.519433,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Mirage Enterprises"", ""id"": 932}, {""name"": ""Northern Lights Entertainment"", ""id"": 8816}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/18/1986,0,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Tom Logan has a law partner who put a dog on the witness stand. A client who can't enter a room without a crime being committed. And a case that could turn out to be the murder of the year. His.,Legal Eagles,5.8,51
500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",,203,"[{""id"": 1944, ""name"": ""epilepsy""}, {""id"": 2236, ""name"": ""protection money""}, {""id"": 7879, ""name"": ""secret love""}, {""id"": 10594, ""name"": ""money""}, {""id"": 11436, ""name"": ""redemption""}]",en,Mean Streets,"A small-time hood must choose from among love, friendship and the chance to rise within the mob.",17.002096,"[{""name"": ""Scorsese Productions"", ""id"": 120}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/2/1973,3000000,110,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,You don't make up for your sins in church. You do it in the streets...,Mean Streets,7.2,345
55000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",,12704,"[{""id"": 3593, ""name"": ""wilderness""}, {""id"": 7041, ""name"": ""sahara""}, {""id"": 9767, ""name"": ""beautiful woman""}, {""id"": 10229, ""name"": ""singer""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 187056, ""name"": ""woman director""}]",en,Ishtar,"Two terrible lounge singers get booked to play a gig in a Moroccan hotel but somehow become pawns in an international power play between the CIA, the Emir of Ishtar, and the rebels trying to overthrow his regime",2.410546,"[{""name"": ""Columbia Pictures"", ""id"": 5}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/15/1987,14375181,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Ishtar,4.2,28
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",,24575,[],en,Raise the Titanic,"To obtain a supply of a rare mineral, a ship raising operation is conducted for the only known source, the Titanic.",1.630541,"[{""name"": ""ITC Entertainment"", ""id"": 1584}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1/1/1980,0,115,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,They've found the Titanic. There's just one thing left to do...,Raise the Titanic,5.2,21
39000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",,9531,"[{""id"": 83, ""name"": ""saving the world""}, {""id"": 849, ""name"": ""dc comics""}, {""id"": 3222, ""name"": ""super computer""}, {""id"": 3394, ""name"": ""identity crisis""}, {""id"": 3861, ""name"": ""loss of powers""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 12361, ""name"": ""hacking""}, {""id"": 163455, ""name"": ""super powers""}, {""id"": 179102, ""name"": ""superhuman strength""}]",en,Superman III,"Aiming to defeat the Man of Steel, wealthy executive Ross Webster hires bumbling but brilliant Gus Gorman to develop synthetic kryptonite, which yields some unexpected psychological effects in the third installment of the 1980s Superman franchise. Between rekindling romance with his high school sweetheart and saving himself, Superman must contend with a powerful supercomputer.",22.164202,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Dovemead Films"", ""id"": 51861}, {""name"": ""Cantharus Productions"", ""id"": 51903}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/17/1983,75850624,125,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""th"", ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}]",Released,If the world's most powerful computer can control even Superman...no one on earth is safe.,Superman III,5.3,490
15000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.theofficialjohncarpenter.com/the-thing/,1091,"[{""id"": 1445, ""name"": ""ice""}, {""id"": 1826, ""name"": ""space marine""}, {""id"": 2340, ""name"": ""paranoia""}, {""id"": 3373, ""name"": ""snow storm""}, {""id"": 4711, ""name"": ""norwegian""}, {""id"": 4713, ""name"": ""research station""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 14728, ""name"": ""antarctica""}, {""id"": 14729, ""name"": ""shape shifting alien""}, {""id"": 155821, ""name"": ""sled dogs""}]",en,The Thing,Scientists in the Antarctic are confronted by a shape-shifting alien that assumes the appearance of the people that it kills.,52.731379,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Turman-Foster Company"", ""id"": 662}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/25/1982,19629760,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""no"", ""name"": ""Norsk""}]",Released,Man is The Warmest Place to Hide.,The Thing,7.8,1588
36000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.mgm.com/view/movie/1345/Never-Say-Never-Again/,36670,"[{""id"": 282, ""name"": ""video game""}, {""id"": 470, ""name"": ""spy""}, {""id"": 3345, ""name"": ""bahamas""}, {""id"": 6731, ""name"": ""british""}, {""id"": 10261, ""name"": ""stealing""}, {""id"": 10503, ""name"": ""scuba diving""}, {""id"": 155334, ""name"": ""scuba""}, {""id"": 156095, ""name"": ""british secret service""}]",en,Never Say Never Again,"James Bond returns as the secret agent 007 one more time to battle the evil organization SPECTRE. Bond must defeat Largo, who has stolen two atomic warheads for nuclear blackmail. But Bond has an ally in Largo's girlfriend, the willowy Domino, who falls for Bond and seeks revenge. This is the last time for Sean Connery as Her Majesty's Secret Agent 007.",23.380757,"[{""name"": ""PSO International"", ""id"": 427}, {""name"": ""TaliaFilm II Productions"", ""id"": 67984}, {""name"": ""Woodcote"", ""id"": 67985}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/7/1983,160000000,134,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Sean Connery is James Bond 007,Never Say Never Again,5.8,338
35000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",,268,"[{""id"": 848, ""name"": ""double life""}, {""id"": 849, ""name"": ""dc comics""}, {""id"": 851, ""name"": ""dual identity""}, {""id"": 852, ""name"": ""chemical""}, {""id"": 853, ""name"": ""crime fighter""}, {""id"": 855, ""name"": ""fictional place""}, {""id"": 6969, ""name"": ""gotham city""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 163455, ""name"": ""super powers""}]",en,Batman,"The Dark Knight of Gotham City begins his war on crime with his first major enemy being the clownishly homicidal Joker, who has seized control of Gotham's underworld.",44.104469,"[{""name"": ""PolyGram Filmed Entertainment"", ""id"": 1382}, {""name"": ""The Guber-Peters Company"", ""id"": 4357}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/23/1989,411348924,126,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Have you ever danced with the devil in the pale moonlight?,Batman,7,2096
35000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 9648, ""name"": ""Mystery""}]",,152,"[{""id"": 310, ""name"": ""artificial intelligence""}, {""id"": 504, ""name"": ""uss enterprise""}, {""id"": 505, ""name"": ""starfleet""}, {""id"": 582, ""name"": ""san francisco""}, {""id"": 1430, ""name"": ""self sacrifice""}, {""id"": 1612, ""name"": ""spacecraft""}, {""id"": 155211, ""name"": ""klingon""}, {""id"": 155212, ""name"": ""vulcan""}, {""id"": 161176, ""name"": ""space opera""}]",en,Star Trek: The Motion Picture,"When a destructive space entity is spotted approaching Earth, Admiral Kirk resumes command of the Starship Enterprise in order to intercept, examine, and hopefully stop it.",24.616634,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/6/1979,139000000,132,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The human adventure is just beginning.,Star Trek: The Motion Picture,6.2,530
